TF	Annotation	x11	x12	x21	x22	estimate	ci1	ci2	pval	padj	log2r
GBX1	non-caPeak	658	55	50425	4179	0.99149260339662	0.750816536570764	1.33290130695924	0.943442486736611	0.993411377338471	-0.0123260849978579
GFI1	caPeak	126	2638	2464	49952	0.96829550208251	0.799669051309231	1.16380287356746	0.781854645656758	0.916120891392013	-0.0464807020044031
GFI1	caPeak-haPeak	99	2665	1538	50878	1.22887986606693	0.988863062075511	1.51266422485257	0.0573513011850108	0.23201737652918	0.297343886336421
GFI1	non-caPeak	2539	225	48414	4002	0.932774175750369	0.810355061927153	1.0779254355587	0.322023749997249	0.571914179995115	-0.100400247421642
GLI2	caPeak	221	4228	2339	47943	1.07142493625085	0.925815997841414	1.23500865523205	0.335557260066373	0.58656465932862	0.0995307787199324
GLI2	caPeak-haPeak	139	4310	1483	48799	1.0612441811881	0.882883401127671	1.26728376137032	0.518320825245558	0.73671009419566	0.0857566434894287
GLI2	non-caPeak	4089	360	46460	3822	0.934368385823481	0.83438688208663	1.04877763678247	0.238924114538283	0.493230549709993	-0.0979366331558127
GLI3	caPeak	236	4437	2317	47681	1.09452806810988	0.949948468901148	1.25658426819382	0.204374141886015	0.459066369295399	0.130308951507182
GLI3	caPeak-haPeak	145	4528	1475	48523	1.05347294012429	0.879648417142955	1.25373365754727	0.55749681263227	0.770317172641269	0.0751532570599363
GLI3	non-caPeak	4292	381	46206	3792	0.924474489198562	0.827885968765711	1.03461662934683	0.166687470921476	0.408139175123909	-0.113294585765761
GLIS1	caPeak	115	2331	2468	50211	1.00371243843107	0.821420948526925	1.21641686223769	0.960958610077654	1	0.00534599929609337
GLIS1	caPeak-haPeak	64	2382	1572	51107	0.873504714194228	0.667133633400238	1.12597773549114	0.329155327431346	0.579174235321735	-0.19511260568204
GLIS1	non-caPeak	2267	179	48639	4040	1.05195238901481	0.899848091930462	1.23596167138936	0.559460184354315	0.772228979854867	0.0730694102513178
GLIS2	caPeak	194	3757	2358	48304	1.0578083617486	0.905577001727071	1.22990793537363	0.457173847269603	0.692782212244723	0.0810782847323502
GLIS2	caPeak-haPeak	102	3849	1524	49138	0.854435819431419	0.690377181067902	1.04764913109725	0.132059109686057	0.357873373026112	-0.226955966315926
GLIS2	non-caPeak	3655	296	46780	3882	1.02468723813687	0.90571849851878	1.16261392686676	0.732474786162512	0.891201159152706	0.035183627931609
GLIS3	caPeak	137	2462	2450	50117	1.1382828181021	0.946779361805605	1.35928613699509	0.153758419601452	0.387890558540026	0.186859054639882
GLIS3	caPeak-haPeak	77	2522	1558	51009	0.999627473751961	0.78184458936341	1.26182882087276	1	1	-0.000537541901098856
GLIS3	non-caPeak	2385	214	48559	4008	0.919854884636954	0.796391225141672	1.06687084579304	0.256762601453604	0.512030155815299	-0.120521813856565
GMEB1	caPeak	20	590	2572	52143	0.687227593281098	0.415958355415445	1.07347951440405	0.101588703055309	0.317643550398289	-0.541140130747133
GMEB1	caPeak-haPeak	16	594	1625	53090	0.880022042011558	0.498511505306996	1.44557698136981	0.718739572651372	0.883689391969371	-0.184388435339115
GMEB1	non-caPeak	574	36	50518	4197	1.32468456757913	0.943874411036333	1.91333450530866	0.107633050184938	0.328083944104654	0.405648867626224
GMEB2	caPeak	7	366	2586	52371	0.387332793248679	0.154462987904672	0.80735604763933	0.00645733830075693	0.068640221189133	-1.36835444362586
GMEB2	caPeak-haPeak	10	363	1631	53326	0.900697687381797	0.427445016182971	1.67992342395726	0.87843673138195	0.959866879574042	-0.150885137684646
GMEB2	non-caPeak	356	17	50740	4217	1.74032823479601	1.07026243355477	3.02457629010786	0.0239438724372869	0.142380527171724	0.799359431392027
GRHL1	caPeak	38	786	2555	51941	0.98283488790311	0.688550249443937	1.36495441368557	1	1	-0.0249790246196621
GRHL1	caPeak-haPeak	22	802	1619	52877	0.895919125085587	0.556663018800414	1.37081313383441	0.679712376253485	0.852524742428011	-0.158559589283133
GRHL1	non-caPeak	764	60	50322	4174	1.05617768727865	0.809729595073889	1.40029584983269	0.74136991118914	0.896225873340681	0.0788525685893398
GRHL2	caPeak	98	2171	2490	50494	0.915389602032833	0.736955342734658	1.12590363956608	0.446404143220904	0.684207335059353	-0.127542190518009
GRHL2	caPeak-haPeak	81	2188	1557	51427	1.22275104143898	0.961680911285253	1.53618279422996	0.0875796184516641	0.295331776652194	0.29013069344545
GRHL2	non-caPeak	2090	179	48937	4047	0.965575146869825	0.825586004319616	1.13500541896449	0.657232286987987	0.837551640943642	-0.0505395521302764
HAND2	caPeak	206	4046	2367	48440	1.041960301315	0.896052673235755	1.20641966747343	0.570559835699891	0.781074718553191	0.0593003119858794
HAND2	caPeak-haPeak	150	4102	1487	49320	1.21284614046429	1.01539057427582	1.44012646855258	0.0304665438176312	0.164297313218966	0.27839654430172
HAND2	non-caPeak	3896	356	46953	3854	0.898318799842284	0.801568007192339	1.00899835657563	0.0668306181613973	0.253574111401322	-0.154700568261083
HES1	caPeak	179	3577	2363	48237	1.02153168594454	0.86931241597487	1.19443590602807	0.779203485336554	0.916120186587814	0.0307339543854612
HES1	caPeak-haPeak	89	3667	1528	49072	0.779432814231936	0.620594005052481	0.968360978718686	0.0220178697423072	0.13330819316706	-0.359503424436172
HES1	non-caPeak	3488	268	46709	3891	1.08419351153711	0.952985819499845	1.2374887364241	0.226714326827312	0.481557654264634	0.116622278111526
HES2	caPeak	147	2514	2426	49914	1.2030444554573	1.00670882832167	1.42875028570341	0.0382435587364489	0.18672873686129	0.266689954636002
HES2	caPeak-haPeak	83	2578	1550	50790	1.05499466705957	0.832558630686711	1.32127904402414	0.639317350179005	0.828400662371083	0.0772357062062463
