Tissue	Database	TF	OddsRatio	AdjustedPvalue
CVPC	JASPAR	E2F8	0.334247105795783	7.06894284255886e-58
CVPC	JASPAR	EBF1	0.369908189215058	7.95139344937954e-132
CVPC	JASPAR	Ebf2	0.357985271315568	1.50513445554991e-125
CVPC	JASPAR	EBF3	0.321368714565948	3.01662535805343e-147
CVPC	JASPAR	EGR1	0.0899390209503521	0
CVPC	JASPAR	EGR2	0.101022865851803	0
CVPC	JASPAR	EGR3	0.0785910566940294	0
CVPC	JASPAR	EGR4	0.120562577622268	0
CVPC	JASPAR	EHF	0.426034634575259	1.89111365068541e-114
CVPC	JASPAR	ELF1	0.422010221344186	3.05190135420885e-138
CVPC	JASPAR	ELF2	0.151191817893741	9.64496730528725e-195
CVPC	JASPAR	ELF3	0.43300551343324	5.43407992113613e-132
CVPC	JASPAR	ELF4	0.169833468018389	7.28100687295633e-195
CVPC	JASPAR	ELF5	0.269718249841103	1.85413554436294e-145
CVPC	JASPAR	ELK1	0.0893048764111523	2.66500410015334e-237
CVPC	JASPAR	ELK3	0.100389218914427	2.44781244954787e-206
CVPC	JASPAR	ELK4	0.146260678101461	0
CVPC	JASPAR	EMX1	1.16458003279281	0.158246771765054
CVPC	JASPAR	EMX2	0.909301536169024	0.487559241646772
CVPC	JASPAR	EN1	0.581102303430647	2.19030747587606e-06
CVPC	JASPAR	EN2	0.540401340882976	4.62032357109464e-09
CVPC	JASPAR	EOMES	1.23222838060064	0.00022536183760214
CVPC	JASPAR	ERF	0.205074135180198	8.94856979976807e-140
CVPC	JASPAR	ERG	0.154500152147648	5.50589960678784e-168
CVPC	JASPAR	ESR1	0.526899234118578	4.3114400115e-26
CVPC	JASPAR	ESR2	0.524937797844188	2.63497400284144e-48
CVPC	JASPAR	ESRRA	0.917728729073914	0.0788623765520963
CVPC	JASPAR	ESRRB	1.05335700620448	0.335838879041581
CVPC	JASPAR	Esrrg	0.960284262755306	0.480323403372573
CVPC	JASPAR	ESX1	0.755787678692637	0.0059808747984517
CVPC	JASPAR	ETS1	0.208598688971409	5.8048389649178e-153
CVPC	JASPAR	ETS2	0.167536104748408	5.03279983755505e-182
CVPC	JASPAR	ETV1	0.464039954904966	6.65350572742843e-109
CVPC	JASPAR	ETV2	0.329424843491026	3.11432343392672e-76
CVPC	JASPAR	ETV3	0.159493147406627	3.08082528329448e-153
CVPC	JASPAR	ETV4	0.42622783406195	7.90345040981469e-165
CVPC	JASPAR	ETV5	0.174676471263447	1.11060523825444e-250
CVPC	JASPAR	ETV6	0.20184599643468	5.5961468219915e-216
CVPC	JASPAR	EVX1	0.851308691784639	0.134779756252943
CVPC	JASPAR	EVX2	0.827538533584003	0.0643097208893926
CVPC	JASPAR	EWSR1-FLI1	0.433259420887885	2.94383320785712e-185
CVPC	JASPAR	FERD3L	0.448434408791208	9.43561473734127e-78
CVPC	JASPAR	FEV	0.147150649044459	9.62730040917238e-161
CVPC	JASPAR	FIGLA	0.524775681520452	8.1598070393683e-35
CVPC	JASPAR	FLI1	0.148491433796013	7.37250360156657e-173
CVPC	JASPAR	FOS	0.455889889485925	5.91519610047742e-58
CVPC	JASPAR	FOSBJUN	0.416294134288427	8.84547347748037e-36
CVPC	JASPAR	FOSBJUNB	0.431592245224669	7.47025361679485e-57
CVPC	JASPAR	FOSBJUNBvar.2	0.342187714040585	8.63033002864778e-39
CVPC	JASPAR	FOSJUN	0.447867775706371	1.01067563698143e-54
CVPC	JASPAR	FOSJUNB	0.413817074139264	3.26178200381329e-60
CVPC	JASPAR	FOSJUND	0.438681916178641	2.60040626209977e-63
CVPC	JASPAR	FOSJUNvar.2	0.482247131164154	6.33520685352467e-26
CVPC	JASPAR	FOSL1	0.442184329870622	8.36817891927178e-61
CVPC	JASPAR	FOSL1JUN	0.443026179581657	4.30947028767514e-61
CVPC	JASPAR	FOSL1JUNB	0.450790231748669	6.15703839563673e-53
CVPC	JASPAR	FOSL1JUND	0.488391598312414	1.46856933215295e-42
CVPC	JASPAR	FOSL1JUNDvar.2	0.400607957627391	8.28102747575598e-35
CVPC	JASPAR	FOSL1JUNvar.2	0.290110103303948	4.06801355297446e-43
CVPC	JASPAR	FOSL2	0.471749232047722	5.94175880121294e-59
CVPC	JASPAR	FOSL2JUN	0.424802016030241	7.39019125235205e-62
CVPC	JASPAR	FOSL2JUNB	0.429172853319229	1.9977514178744e-56
CVPC	JASPAR	FOSL2JUNBvar.2	0.356387958390962	1.17462155685277e-36
CVPC	JASPAR	FOSL2JUND	0.430377211459215	1.53311811400302e-56
CVPC	JASPAR	FOSL2JUNDvar.2	0.406947111778056	5.14492303972071e-40
CVPC	JASPAR	FOSL2JUNvar.2	0.393590792625125	2.18853793606841e-43
CVPC	JASPAR	FOXA1	0.843463710987507	0.00537458694914219
CVPC	JASPAR	FOXA2	0.606324822723173	2.18305227272623e-14
CVPC	JASPAR	FOXA3	0.56518099595247	3.10187093116782e-18
CVPC	JASPAR	FOXB1	1.01737700498065	0.787195801842119
CVPC	JASPAR	FOXC1	0.914682544929533	0.155940649909166
CVPC	JASPAR	FOXC2	0.786361841760205	2.98780847048079e-05
CVPC	JASPAR	FOXD1	0.681972557031704	1.22612297535681e-08
CVPC	JASPAR	FOXD2	0.755615712573412	3.28915667386536e-06
CVPC	JASPAR	Foxd3	0.92369141417009	0.196055140642129
CVPC	JASPAR	FOXE1	0.720077092496183	6.50543506891856e-09
CVPC	JASPAR	Foxf1	0.683195393934709	2.77116739850218e-10
CVPC	JASPAR	FOXF2	0.719271516744412	8.01493081543774e-07
CVPC	JASPAR	FOXG1	0.645549725256352	8.62419228240377e-12
CVPC	JASPAR	FOXH1	1.07749981551714	0.172098825495416
CVPC	JASPAR	FOXI1	0.387398796518809	1.43375955149653e-24
CVPC	JASPAR	Foxj2	0.854725893704135	0.0359171539175483
CVPC	JASPAR	Foxj3	0.784801882253981	3.99183467333759e-05
CVPC	JASPAR	FOXK1	0.599762335800226	2.6988402464676e-18
CVPC	JASPAR	FOXK2	0.676433730956583	1.61961515804167e-10
CVPC	JASPAR	FOXL1	0.387398796518809	1.43375955149653e-24
CVPC	JASPAR	Foxl2	0.896018347766144	0.0617819140592742
CVPC	JASPAR	FOXN3	0.737187362460453	1.52966460184235e-05
CVPC	JASPAR	Foxo1	0.849605948013263	0.000253045215430239
CVPC	JASPAR	FOXO3	0.566300237751373	8.00649441068408e-16
CVPC	JASPAR	FOXO4	0.387398796518809	1.43375955149653e-24
CVPC	JASPAR	FOXO6	0.387398796518809	1.43375955149653e-24
CVPC	JASPAR	FOXP1	0.651380674751309	7.11341996528769e-12
CVPC	JASPAR	FOXP2	0.72421113320099	3.15523091669062e-11
CVPC	JASPAR	FOXP3	0.387398796518809	1.43375955149653e-24
CVPC	JASPAR	Foxq1	0.905031279425068	0.147761328418504
CVPC	JASPAR	GABPA	0.45337464997117	5.73206422026106e-114
CVPC	JASPAR	GATA1	1.50294158803644	3.0060169434286e-15
CVPC	JASPAR	GATA1TAL1	1.42559537042464	2.81956420569071e-13
CVPC	JASPAR	GATA2	1.66360326575977	7.77315230327205e-35
CVPC	JASPAR	GATA3	1.51907532142744	2.66993924811011e-17
CVPC	JASPAR	GATA4	1.49101408934004	2.19684571490202e-22
CVPC	JASPAR	GATA5	1.46520521225795	1.71081329904616e-17
CVPC	JASPAR	GATA6	1.70175052558189	4.91274218165783e-34
CVPC	JASPAR	GBX1	0.553745985982269	1.75896943411859e-07
CVPC	JASPAR	GBX2	0.68246620690114	7.54108671780554e-05
CVPC	JASPAR	GCM1	0.331478151510037	2.76332607182431e-58
CVPC	JASPAR	GCM2	0.275529736958014	2.45975473680453e-60
CVPC	JASPAR	GFI1	0.776307941787753	1.90633041075371e-06
CVPC	JASPAR	Gfi1b	0.844278750821627	0.000110211028536784
CVPC	JASPAR	GLI2	0.320111712576382	2.24624752862925e-123
CVPC	JASPAR	GLI3	0.310841024552616	4.09763321061605e-135
CVPC	JASPAR	GLIS1	0.201253490951419	6.07465631059384e-104
CVPC	JASPAR	GLIS2	0.140502934505647	3.37764853455142e-230
CVPC	JASPAR	GLIS3	0.304434811817551	4.21426556084145e-73
CVPC	JASPAR	Gmeb1	0.314156115502597	1.16640507083684e-16
CVPC	JASPAR	GMEB2	0.385792850908921	3.44102301749329e-08
CVPC	JASPAR	GRHL1	0.809685038383224	0.0361213456845029
CVPC	JASPAR	GRHL2	0.889646390288726	0.0502229745366721
CVPC	JASPAR	GSC	0.665270100020209	4.34506382795044e-07
CVPC	JASPAR	GSC2	0.631042593857024	3.71833947599629e-08
CVPC	JASPAR	GSX1	0.7996664763537	0.018196639784555
CVPC	JASPAR	GSX2	0.844367521650092	0.0845543733051499
CVPC	JASPAR	Hand1Tcf3	1.13348547213946	0.00229392013635324
CVPC	JASPAR	HAND2	0.955608457702452	0.308204602852685
CVPC	JASPAR	HES1	0.11798195727487	7.10408259077722e-255
CVPC	JASPAR	HES2	0.236053965037888	1.50271857718022e-102
CVPC	JASPAR	HES5	0.463541201581093	1.14726797747731e-28
CVPC	JASPAR	HES6	0.588674228326898	9.56275696190187e-17
CVPC	JASPAR	HES7	0.407443872882712	9.98666842376643e-37
CVPC	JASPAR	HESX1	0.785997781535796	0.0199551725407115
CVPC	JASPAR	HEY1	0.344676155369689	3.913171377198e-56
CVPC	JASPAR	HEY2	0.319380762443122	1.80512328983256e-65
CVPC	JASPAR	Hic1	0.751388544863958	1.33650342736396e-08
CVPC	JASPAR	HIC2	0.499870083056582	3.38743146415774e-41
CVPC	JASPAR	HIF1A	0.269054368537983	1.0880173951555e-57
CVPC	JASPAR	HINFP	0.0498948243068721	0
CVPC	JASPAR	HLF	0.904984275400617	0.222679894483921
CVPC	JASPAR	HLTF	1.24775936345857	0.00329219885756798
CVPC	JASPAR	HMBOX1	0.901831654136	0.293766683563179
CVPC	JASPAR	Hmx1	1.15023949249439	0.0611406170013027
CVPC	JASPAR	Hmx2	1.24699473939339	0.00226755922774693
CVPC	JASPAR	Hmx3	1.18316135284643	0.0231083605191516
CVPC	JASPAR	HNF1A	0.911980505410919	0.363567865538794
CVPC	JASPAR	HNF1B	0.832114057515838	0.0798349705407382
CVPC	JASPAR	HNF4A	0.875749986267562	0.00619207098379458
CVPC	JASPAR	HNF4Avar.2	0.611866053487995	5.03569686967813e-15
CVPC	JASPAR	HNF4G	0.858055550455537	0.00145911647985811
CVPC	JASPAR	HOXA1	0.873790252501476	0.367255748317722
CVPC	JASPAR	HOXA10	1.09276746239286	0.20438265888781
CVPC	JASPAR	Hoxa11	0.906615955699717	0.41131357682226
CVPC	JASPAR	HOXA13	0.759593834468648	0.000152067972320104
CVPC	JASPAR	HOXA2	0.858473682473653	0.184923565108269
CVPC	JASPAR	HOXA4	0.99278648006606	0.972284026798609
CVPC	JASPAR	HOXA5	0.947980804282723	0.659507245139018
CVPC	JASPAR	HOXA6	0.760392606194534	0.00484679054268213
CVPC	JASPAR	HOXA7	0.804950961439602	0.0143218425634285
CVPC	JASPAR	HOXA9	0.473507571422573	2.94175981075547e-05
CVPC	JASPAR	HOXB13	1.04567612205191	0.491131907588143
CVPC	JASPAR	HOXB2	0.604074262605947	2.09353921971888e-06
CVPC	JASPAR	HOXB3	0.819153993302212	0.0320702559786651
CVPC	JASPAR	HOXB4	1.15369418403231	0.0923796996372558
CVPC	JASPAR	HOXB5	0.987533934730555	0.966654542213634
CVPC	JASPAR	HOXB6	0.771071933649057	0.0112190850561048
CVPC	JASPAR	HOXB7	0.772316533615035	0.00669880943160562
CVPC	JASPAR	HOXB8	0.849302601860593	0.0681686231084304
CVPC	JASPAR	HOXB9	0.882517412532595	0.308692713862409
CVPC	JASPAR	HOXC10	1.03580294730066	0.730912608722644
CVPC	JASPAR	HOXC11	0.853192293096164	0.181546831118438
CVPC	JASPAR	HOXC12	0.781202297273896	0.0271022894563297
CVPC	JASPAR	HOXC13	1.08331966802958	0.349973095162336
CVPC	JASPAR	HOXC4	1.16565597541739	0.0703329919106854
CVPC	JASPAR	HOXC8	1.02188143943768	0.868420150424413
CVPC	JASPAR	HOXC9	0.910551453028572	0.442984612472352
CVPC	JASPAR	HOXD10	0.751049416552833	0.00763172153291737
CVPC	JASPAR	HOXD11	0.919744169843459	0.487559241646772
CVPC	JASPAR	HOXD12	0.779833883879145	0.0366361841181377
CVPC	JASPAR	HOXD13	0.633290871190521	3.46957372424477e-09
CVPC	JASPAR	HOXD3	1.07537662109447	0.45150825123408
CVPC	JASPAR	HOXD4	1.15369418403231	0.0923796996372558
CVPC	JASPAR	HOXD8	0.849302601860593	0.0681686231084304
CVPC	JASPAR	HOXD9	1.02108671095182	0.779525734816672
CVPC	JASPAR	HSF1	0.911872737006653	0.158246771765054
CVPC	JASPAR	HSF2	0.984558993538712	0.820360594887101
CVPC	JASPAR	HSF4	0.808852206832604	0.000558963823211666
CVPC	JASPAR	IKZF1	0.602235368509478	2.56322027239745e-47
CVPC	JASPAR	INSM1	0.306959306250894	6.83677319768235e-202
CVPC	JASPAR	IRF1	0.770354344143977	7.97120728903347e-12
CVPC	JASPAR	IRF2	0.746637694691012	2.12143220126451e-07
CVPC	JASPAR	IRF3	0.618463331015039	9.99699757678224e-23
CVPC	JASPAR	IRF4	0.494887444328782	2.8766671495472e-21
CVPC	JASPAR	IRF5	0.434619319925561	1.53586856325366e-27
CVPC	JASPAR	IRF6	0.272583354423355	7.19427449839866e-32
CVPC	JASPAR	IRF7	0.663685543565103	7.20049439211902e-12
CVPC	JASPAR	IRF8	0.522631873474946	5.8583511159348e-22
CVPC	JASPAR	IRF9	0.598808137151297	3.41851303847026e-15
CVPC	JASPAR	Isl1	0.865083793216449	0.0618569536891202
CVPC	JASPAR	ISL2	1.54232737789426	9.4847876113146e-14
CVPC	JASPAR	ISX	0.738077797978827	0.00538051704208657
CVPC	JASPAR	JDP2	0.53769587846676	1.77576359639045e-25
CVPC	JASPAR	JDP2var.2	0.369439188161139	1.02346580048648e-44
CVPC	JASPAR	JUN	0.71526190270271	3.6555280721068e-11
CVPC	JASPAR	JUNB	0.484770912877577	1.11434374837762e-45
CVPC	JASPAR	JUNBvar.2	0.310630075414576	6.02552007582297e-52
CVPC	JASPAR	JUND	0.473226898940521	3.67632360036529e-47
CVPC	JASPAR	JUNDvar.2	0.69025129463944	6.69824915028963e-12
CVPC	JASPAR	JUNJUNB	0.480836017202306	1.24626085515849e-40
CVPC	JASPAR	JUNJUNBvar.2	0.38817394480535	3.27640564753838e-43
CVPC	JASPAR	JUNvar.2	0.491084546742487	2.65992663534275e-50
CVPC	JASPAR	Klf1	0.218018571142187	0
CVPC	JASPAR	KLF10	0.161424614455457	0
CVPC	JASPAR	KLF11	0.122267587819282	0
CVPC	JASPAR	Klf12	0.181019474728278	0
CVPC	JASPAR	KLF13	0.181629396631489	5.70346677499695e-222
CVPC	JASPAR	KLF14	0.0914513120891179	0
CVPC	JASPAR	KLF15	0.044100663711999	0
CVPC	JASPAR	KLF16	0.138037430267752	0
CVPC	JASPAR	KLF17	0.256676524534789	2.45298505992501e-291
CVPC	JASPAR	KLF2	0.112956148689289	0
CVPC	JASPAR	KLF3	0.0982972821442628	0
CVPC	JASPAR	KLF4	0.190726413569399	0
CVPC	JASPAR	KLF5	0.179764251365611	0
CVPC	JASPAR	KLF6	0.122262218643012	0
CVPC	JASPAR	KLF9	0.247678521581098	0
CVPC	JASPAR	LBX1	1.15730636504161	0.0897594814052683
CVPC	JASPAR	LBX2	0.737636690271635	0.002548291030894
CVPC	JASPAR	LEF1	1.07664286971903	0.168071988586758
CVPC	JASPAR	LHX1	0.807408956105988	0.0570119766279408
CVPC	JASPAR	LHX2	0.79367828550055	0.00926812035094995
CVPC	JASPAR	Lhx3	1.05372459517883	0.532314489917519
CVPC	JASPAR	Lhx4	0.905182227176069	0.450295443728484
CVPC	JASPAR	LHX5	0.914810042953064	0.509272234113472
CVPC	JASPAR	LHX6	0.919495782537995	0.537510952009024
CVPC	JASPAR	Lhx8	0.722794045199002	0.00174622310514639
CVPC	JASPAR	LHX9	0.918641673709622	0.431191711419964
CVPC	JASPAR	LIN54	1.15641132326057	0.0193182677786898
CVPC	JASPAR	LMX1A	1.07832012038804	0.45150825123408
CVPC	JASPAR	LMX1B	1.09341171103207	0.404188655734999
CVPC	JASPAR	MAF	0.723036830282637	5.52958663832437e-09
CVPC	JASPAR	MAFA	0.540369614150104	1.01352342743818e-31
CVPC	JASPAR	Mafb	1.37679874028523	7.2759981729015e-14
CVPC	JASPAR	MAFF	1.44935369862606	3.2251378072703e-18
CVPC	JASPAR	MAFG	1.32027841593313	2.41271794904253e-11
CVPC	JASPAR	MAFK	0.636267075099826	1.4076463623126e-30
CVPC	JASPAR	MAFNFE2	0.780185080832117	3.97830485008281e-08
CVPC	JASPAR	MAX	0.435322316027578	1.34525610866623e-36
CVPC	JASPAR	MAXMYC	0.563786983699414	2.57367721578629e-22
CVPC	JASPAR	MAZ	0.150208391015636	0
CVPC	JASPAR	Mecom	1.40282582619482	1.88706775791773e-09
CVPC	JASPAR	MEF2A	2.92081111366064	6.00454151597289e-253
CVPC	JASPAR	MEF2B	3.16699588133592	1.12523746978493e-246
CVPC	JASPAR	MEF2C	2.69721163658884	2.60136856935256e-222
CVPC	JASPAR	MEF2D	3.07957340599754	2.67776621072593e-236
CVPC	JASPAR	MEIS1	1.62502034285054	7.05447018648536e-21
CVPC	JASPAR	MEIS1var.2	1.03082814694604	0.674012743447338
CVPC	JASPAR	MEIS2	1.51872197684839	1.22385873226799e-29
CVPC	JASPAR	MEIS2var.2	1.11738391867889	0.108343178611762
CVPC	JASPAR	MEIS3	1.3673139421683	1.44974896646801e-18
CVPC	JASPAR	MEOX1	1.00057311726547	1
CVPC	JASPAR	MEOX2	1.2089951771091	0.0282218850623044
CVPC	JASPAR	MGA	0.906678537084184	0.0902843201232554
CVPC	JASPAR	MITF	0.836093463880095	0.00810735761957771
CVPC	JASPAR	mix-a	1.149131126272	0.204103635228488
CVPC	JASPAR	MIXL1	0.744531978921145	0.00489770636816091
CVPC	JASPAR	MLX	0.459810173263836	6.77773804701685e-23
CVPC	JASPAR	Mlxip	0.422962092862853	7.14731824640732e-50
CVPC	JASPAR	MLXIPL	0.452892296537195	7.06649903131588e-23
CVPC	JASPAR	MNT	0.430356307376038	1.04829787448289e-38
CVPC	JASPAR	MNX1	1.23473459381535	0.0110367153496442
CVPC	JASPAR	MSANTD3	0.701050947538294	4.60399719553159e-15
CVPC	JASPAR	MSC	0.982242995665715	0.703350789029162
CVPC	JASPAR	MSGN1	1.08412400101118	0.24479792486582
CVPC	JASPAR	MSX1	0.724133536285474	0.000231425657323277
CVPC	JASPAR	MSX2	0.724556936597366	0.000307983403832736
CVPC	JASPAR	Msx3	0.682259172731358	5.7693788424214e-05
CVPC	JASPAR	MTF1	0.465432256593147	4.54393100236423e-42
CVPC	JASPAR	MXI1	1.39948024691559	1.23533082130534e-13
CVPC	JASPAR	MYB	0.93039182170573	0.199432710165731
CVPC	JASPAR	MYBL1	0.489156922394841	5.23639687700608e-07
CVPC	JASPAR	MYBL2	0.544906051374285	4.69194269488941e-06
CVPC	JASPAR	MYC	0.372120508459183	2.45329825698653e-67
CVPC	JASPAR	MYCN	0.310822996443062	1.78925238337387e-68
CVPC	JASPAR	MYF5	0.857812493322686	8.20068666240188e-05
CVPC	JASPAR	MYF6	1.19936556234996	0.000685174660145785
CVPC	JASPAR	MYOD1	0.745890117988454	3.41207378987931e-16
CVPC	JASPAR	MYOG	0.691730065236546	1.09868897498759e-24
CVPC	JASPAR	MZF1	0.43629094351923	1.67501100512423e-49
CVPC	JASPAR	MZF1var.2	0.300151526885916	8.28505884559865e-161
CVPC	JASPAR	NEUROD1	0.875646219649754	0.000688741535261032
CVPC	JASPAR	NEUROD2	1.18086364342708	0.117845796540086
CVPC	JASPAR	NEUROG1	1.9858824071232	8.52178212725603e-16
CVPC	JASPAR	NEUROG2	1.4444377822043	1.36889871444307e-09
CVPC	JASPAR	NEUROG2var.2	0.910380241703699	0.0336743543836905
CVPC	JASPAR	NFAT5	1.03750377753504	0.454067081812843
CVPC	JASPAR	NFATC1	1.00191167393721	0.969708111109683
CVPC	JASPAR	NFATC2	0.867866098819323	0.0113174346263521
CVPC	JASPAR	NFATC3	1.02439178042814	0.656793540240275
CVPC	JASPAR	NFATC4	0.956960537308469	0.429536688228873
CVPC	JASPAR	NFE2	0.567004527885398	5.34873254058519e-22
CVPC	JASPAR	NFE2L1	0.764606421279801	1.56717448442504e-09
CVPC	JASPAR	Nfe2l2	0.728976928735952	3.50784408724652e-13
CVPC	JASPAR	NFIA	1.27792244242177	2.55663361793028e-06
CVPC	JASPAR	NFIB	1.3564088708679	2.99566358552157e-25
CVPC	JASPAR	NFIC	1.15608842465251	0.000923808835447768
CVPC	JASPAR	NFICTLX1	1.49237569242546	2.30770712323665e-33
CVPC	JASPAR	NFICvar.2	1.58896363179705	1.2289381655253e-46
CVPC	JASPAR	NFIL3	0.981494514134127	0.844556040144573
CVPC	JASPAR	NFIX	1.07332973902458	0.219479607947296
CVPC	JASPAR	NFIXvar.2	1.33811891258372	7.7564107728185e-21
CVPC	JASPAR	NFKB1	0.224783283941691	4.02656817808463e-88
CVPC	JASPAR	NFKB2	0.230364983960235	4.56438589598982e-91
CVPC	JASPAR	NFYA	0.300655381394355	3.34655153675036e-107
CVPC	JASPAR	NFYB	0.327597818433466	7.74520614266516e-122
CVPC	JASPAR	NFYC	0.351887827796455	4.28603626385381e-86
CVPC	JASPAR	NHLH1	0.496074167291744	2.9456771238462e-81
CVPC	JASPAR	NHLH2	0.301098304220063	2.83839702314747e-188
CVPC	JASPAR	NKX2-2	1.11798541820462	0.00865862362260214
CVPC	JASPAR	NKX2-3	1.92288343351608	8.58834835474977e-55
CVPC	JASPAR	NKX2-5	1.66676715036852	6.0775966783658e-26
CVPC	JASPAR	Nkx2-5var.2	1.03069940897211	0.451215498430674
CVPC	JASPAR	NKX2-8	1.72972189386509	5.61695893603388e-36
CVPC	JASPAR	Nkx3-1	1.68665049740312	6.20230521087957e-26
CVPC	JASPAR	Nkx3-2	2.11277606418623	3.43916773056947e-47
CVPC	JASPAR	NKX6-1	0.868531728660698	0.129415687730162
CVPC	JASPAR	NKX6-2	0.827690799832969	0.0457487865378649
CVPC	JASPAR	NKX6-3	1.05557268898673	0.487559241646772
CVPC	JASPAR	Nobox	0.833492657412337	0.0611406170013027
CVPC	JASPAR	NOTO	0.721262420144235	0.00120022891290534
CVPC	JASPAR	Npas2	0.473561596167501	7.96646274765624e-28
CVPC	JASPAR	NR1D1	0.609232440523633	8.71209656418058e-22
CVPC	JASPAR	NR1D2	0.691430995189823	7.2222421820511e-11
CVPC	JASPAR	NR1H2RXRA	0.773988570156821	1.68484923918333e-05
CVPC	JASPAR	Nr1h3Rxra	0.678216765615275	5.69056542065922e-14
CVPC	JASPAR	NR1H4	0.691768301701266	2.83333266008829e-08
CVPC	JASPAR	NR1H4RXRA	0.548059167036151	1.32992444453847e-16
CVPC	JASPAR	NR1I2	0.410425288742322	5.87009555862727e-44
CVPC	JASPAR	NR1I3	1.07972832082394	0.264823053833325
CVPC	JASPAR	NR2C1	0.483837834530366	6.77492694932384e-46
CVPC	JASPAR	NR2C2	0.293494597859035	2.51559245715557e-200
CVPC	JASPAR	NR2C2var.2	0.750083454837433	1.33020931283368e-07
CVPC	JASPAR	Nr2e1	1.09340152687165	0.13057330889915
CVPC	JASPAR	Nr2e3	1.01115021211184	0.869366343687801
CVPC	JASPAR	NR2F1	0.610924465544623	8.69242459236642e-23
CVPC	JASPAR	NR2F1var.2	0.486081693795788	3.73981011061185e-39
CVPC	JASPAR	NR2F1var.3	0.504800348483128	4.46175182574965e-25
CVPC	JASPAR	NR2F2	0.869304256702158	0.010069001198554
CVPC	JASPAR	Nr2f6	0.58754235168767	8.61202197313214e-22
CVPC	JASPAR	Nr2f6var.2	0.706652523177228	8.3646339842079e-10
CVPC	JASPAR	NR2F6var.3	0.505164928086427	2.19222803787966e-22
CVPC	JASPAR	NR3C1	0.786225821365664	0.002548291030894
CVPC	JASPAR	NR3C2	0.798442060285146	0.0029177451485329
CVPC	JASPAR	NR4A1	0.999805318617376	1
CVPC	JASPAR	NR4A2	0.73680178778482	2.12194552290328e-09
CVPC	JASPAR	NR4A2RXRA	0.41433076222742	5.57763415982806e-31
CVPC	JASPAR	NR5A1	0.763918737372831	2.66368679434814e-09
CVPC	JASPAR	Nr5a2	0.76391459934085	2.3568571579675e-11
CVPC	JASPAR	NR6A1	0.841815461170915	0.0018058777313509
CVPC	JASPAR	NRF1	0.0381247688622287	0
CVPC	JASPAR	NRL	1.46581252558404	8.39674046482786e-18
CVPC	JASPAR	OLIG1	1.6664695881598	2.72637254548155e-07
CVPC	JASPAR	OLIG2	1.54619089037292	6.0931185253422e-06
CVPC	JASPAR	OLIG3	1.51736371767764	2.85489064143787e-06
CVPC	JASPAR	ONECUT1	0.873775400391894	0.158246771765054
CVPC	JASPAR	ONECUT2	0.7208675967813	0.00732735015133407
CVPC	JASPAR	ONECUT3	0.762786207422299	0.00732735015133407
CVPC	JASPAR	OSR1	0.684849555395241	1.1025184955752e-09
CVPC	JASPAR	OSR2	0.796449098008434	2.91013248008126e-10
CVPC	JASPAR	OTX1	0.536534906297312	3.21095640134974e-10
CVPC	JASPAR	OTX2	0.870939348536824	0.0588824692002168
CVPC	JASPAR	OVOL1	0.435237584775073	5.02826050133475e-09
CVPC	JASPAR	OVOL2	0.306714095292966	1.05064090966944e-14
CVPC	JASPAR	PAX1	0.419153104131358	1.98557440907261e-27
CVPC	JASPAR	Pax2	0.406261658106637	1.12478103689582e-26
CVPC	JASPAR	PAX3	0.733702053798947	0.0838446530082738
CVPC	JASPAR	PAX3var.2	0.652517812881664	1.05487816184408e-05
CVPC	JASPAR	PAX4	0.726581910218958	0.0603290549952336
CVPC	JASPAR	PAX5	0.223606156649428	8.47328716064298e-119
CVPC	JASPAR	PAX6	1.02253122353421	0.791866696742408
CVPC	JASPAR	PAX7	0.725795321009892	0.0615639761327444
CVPC	JASPAR	PAX9	0.464687654209966	9.36886104025584e-26
CVPC	JASPAR	PBX1	0.872720253636974	0.0737081508513659
CVPC	JASPAR	PBX2	1.16924648257082	0.0182366727364317
CVPC	JASPAR	PBX3	0.819372872540316	1.92148838576115e-08
CVPC	JASPAR	PDX1	0.993973624881478	1
CVPC	JASPAR	PHOX2A	0.990531843120095	0.971155028548381
CVPC	JASPAR	PHOX2B	1.25351201104742	0.00395066875404751
CVPC	JASPAR	PITX1	0.749552206972665	0.000168383759072148
CVPC	JASPAR	PITX2	0.861827547886849	0.0570119766279408
CVPC	JASPAR	PITX3	0.749020442900997	0.000259200526613681
CVPC	JASPAR	PKNOX1	0.969567055467666	0.456486416502686
CVPC	JASPAR	PKNOX2	1.5689627648559	4.82286816483558e-26
CVPC	JASPAR	PLAG1	0.212080406823023	0
CVPC	JASPAR	Plagl1	0.311762422753047	1.5922397721774e-270
CVPC	JASPAR	PLAGL2	0.310725472774813	2.73307908030676e-150
CVPC	JASPAR	POU1F1	0.964933619936259	0.609700913771995
CVPC	JASPAR	POU2F1	1.04825197716837	0.487106520756649
CVPC	JASPAR	POU2F2	0.974139689106206	0.69639609552862
CVPC	JASPAR	POU2F3	0.944432088042181	0.360027295258691
CVPC	JASPAR	POU3F1	1.04638706872989	0.488942323025609
CVPC	JASPAR	POU3F2	0.956832735792274	0.527918389887746
CVPC	JASPAR	POU3F3	1.08184289186529	0.261467054640108
CVPC	JASPAR	POU3F4	0.977912862533936	0.779525734816672
CVPC	JASPAR	POU4F1	1.14912580554873	0.0607722996909872
CVPC	JASPAR	POU4F2	1.03163070883572	0.677408521450293
