Tissue	Database	TF	OddsRatio	AdjustedPvalue
iPSC	JASPAR	E2F3	0.584526464654135	0.00578369871246347
iPSC	JASPAR	E2F4	0.346919559449107	1.02085140843138e-15
iPSC	JASPAR	E2F6	0.230599554578758	1.06441559717121e-247
iPSC	JASPAR	E2F7	0.555428903311243	1.20640011501921e-10
iPSC	JASPAR	E2F8	0.408669176258968	1.97448740125373e-26
iPSC	JASPAR	EBF1	0.548516599097122	9.16870926405111e-29
iPSC	JASPAR	Ebf2	0.544644231406104	1.58827367488554e-26
iPSC	JASPAR	EBF3	0.515460919335845	3.37052054191365e-31
iPSC	JASPAR	EGR1	0.137804619552481	1.902490749415e-298
iPSC	JASPAR	EGR2	0.148539608845217	1.38706324725566e-104
iPSC	JASPAR	EGR3	0.140482358667395	1.36362220006116e-192
iPSC	JASPAR	EGR4	0.202151167362797	1.64772927762724e-117
iPSC	JASPAR	EHF	0.53376772347003	6.85819701426864e-39
iPSC	JASPAR	ELF1	0.523058918195077	4.56723424771519e-47
iPSC	JASPAR	ELF2	0.164424832939847	4.02864165571273e-105
iPSC	JASPAR	ELF3	0.548690149352832	8.18776345369023e-42
iPSC	JASPAR	ELF4	0.159094599379689	1.55345500473602e-111
iPSC	JASPAR	ELF5	0.33429864881285	1.39362858180267e-66
iPSC	JASPAR	ELK1	0.12556887932689	2.38893988276119e-115
iPSC	JASPAR	ELK3	0.154400129900635	1.41505707564927e-92
iPSC	JASPAR	ELK4	0.229313082360852	4.28340377092992e-131
iPSC	JASPAR	EMX1	1.22817138086151	0.130103876587132
iPSC	JASPAR	EMX2	1.28217840447708	0.0307381489625459
iPSC	JASPAR	EN1	0.995227245692377	1
iPSC	JASPAR	EN2	1.21198267933086	0.0574458340932214
iPSC	JASPAR	EOMES	0.823567140968134	0.0252839511956405
iPSC	JASPAR	ERF	0.24695622551497	4.33841350647456e-70
iPSC	JASPAR	ERG	0.199794914289436	2.82140264701757e-80
iPSC	JASPAR	ESR1	0.542639878914752	5.31979220943774e-12
iPSC	JASPAR	ESR2	0.531995495470428	9.22962833650423e-22
iPSC	JASPAR	ESRRA	0.56704447070373	9.17333183186319e-14
iPSC	JASPAR	ESRRB	0.653616942286779	2.49766878228785e-07
iPSC	JASPAR	Esrrg	0.550351625348758	3.34889989947197e-12
iPSC	JASPAR	ESX1	1.2320380938841	0.0322897577838487
iPSC	JASPAR	ETS1	0.238324550544961	1.58145490110243e-79
iPSC	JASPAR	ETS2	0.259802428876578	3.04319930818095e-71
iPSC	JASPAR	ETV1	0.574727240644995	1.70304722799389e-34
iPSC	JASPAR	ETV2	0.358854934939233	7.20854970860859e-41
iPSC	JASPAR	ETV3	0.166439093627154	2.34512189881862e-80
iPSC	JASPAR	ETV4	0.548523184230955	9.77985149543898e-52
iPSC	JASPAR	ETV5	0.241326523072595	2.96926526272273e-102
iPSC	JASPAR	ETV6	0.227370700713248	5.37457195284732e-105
iPSC	JASPAR	EVX1	1.33529369134209	0.00712015993894254
iPSC	JASPAR	EVX2	1.36179398546483	0.00237521518949575
iPSC	JASPAR	EWSR1-FLI1	0.449349890181094	1.18418672677684e-98
iPSC	JASPAR	FERD3L	0.419045575306137	5.20346410738502e-38
iPSC	JASPAR	FEV	0.182138379251566	3.61070719423452e-79
iPSC	JASPAR	FIGLA	0.842127226805168	0.0026332935985974
iPSC	JASPAR	FLI1	0.185923848370694	3.30124662913417e-86
iPSC	JASPAR	FOS	0.563422344922283	6.77867629781126e-14
iPSC	JASPAR	FOSBJUN	0.347825423954865	1.27561854198297e-24
iPSC	JASPAR	FOSBJUNB	0.525156019361671	5.28660991042489e-14
iPSC	JASPAR	FOSBJUNBvar.2	0.332532162270815	5.19849795596265e-22
iPSC	JASPAR	FOSJUN	0.493877612216265	1.06694350301842e-16
iPSC	JASPAR	FOSJUNB	0.502103953445647	2.70897951489421e-15
iPSC	JASPAR	FOSJUND	0.498115704619027	3.4200453233555e-18
iPSC	JASPAR	FOSJUNvar.2	0.597351722504996	2.63349946991062e-08
iPSC	JASPAR	FOSL1	0.508183144636249	9.8080932387487e-17
iPSC	JASPAR	FOSL1JUN	0.493271868655956	3.30997707917267e-18
iPSC	JASPAR	FOSL1JUNB	0.572999532622288	4.89350972509711e-11
iPSC	JASPAR	FOSL1JUND	0.622691877435623	2.577099620999e-08
iPSC	JASPAR	FOSL1JUNDvar.2	0.453720998222115	2.59197147780364e-14
iPSC	JASPAR	FOSL1JUNvar.2	0.344578613593075	7.75996915068294e-19
iPSC	JASPAR	FOSL2	0.63195885746594	3.18456671019849e-11
iPSC	JASPAR	FOSL2JUN	0.522765458385554	7.17267327021016e-15
iPSC	JASPAR	FOSL2JUNB	0.518149689746161	2.28739125667582e-14
iPSC	JASPAR	FOSL2JUNBvar.2	0.353403331452642	6.07129414105146e-20
iPSC	JASPAR	FOSL2JUND	0.512369237173903	1.41779760712301e-14
iPSC	JASPAR	FOSL2JUNDvar.2	0.370760312217891	1.22526099250399e-23
iPSC	JASPAR	FOSL2JUNvar.2	0.36432814429102	1.15872530587898e-25
iPSC	JASPAR	FOXA1	1.21125549302177	0.00431458850565678
iPSC	JASPAR	FOXA2	1.07444537390991	0.309331890544688
iPSC	JASPAR	FOXA3	1.04361427102889	0.555936097943903
iPSC	JASPAR	FOXB1	1.46684769958921	3.06866558527462e-09
iPSC	JASPAR	FOXC1	1.30573720067307	2.37657084481688e-05
iPSC	JASPAR	FOXC2	1.20121323310382	0.00221477825769038
iPSC	JASPAR	FOXD1	1.10671894044345	0.163593443234937
iPSC	JASPAR	FOXD2	1.33610319886306	2.03002315887186e-06
iPSC	JASPAR	Foxd3	1.00163040688451	0.976183119766134
iPSC	JASPAR	FOXE1	1.0870182732129	0.1991910738725
iPSC	JASPAR	Foxf1	1.04797697729098	0.502596337840152
iPSC	JASPAR	FOXF2	1.10266977487462	0.180238453408377
iPSC	JASPAR	FOXG1	1.04982144291766	0.492386140007298
iPSC	JASPAR	FOXH1	0.895442679708564	0.206417469099291
iPSC	JASPAR	FOXI1	1.07042256787225	0.382982102709519
iPSC	JASPAR	Foxj2	1.22389897871042	0.00936236279261593
iPSC	JASPAR	Foxj3	1.14169216331616	0.0348533652959441
iPSC	JASPAR	FOXK1	1.00721707023869	0.917212357737804
iPSC	JASPAR	FOXK2	1.08669353988669	0.226601866821261
iPSC	JASPAR	FOXL1	1.04377098323619	0.586461072714132
iPSC	JASPAR	Foxl2	1.35083726054103	2.27308545053656e-07
iPSC	JASPAR	FOXN3	1.30186429589452	1.94252370491944e-05
iPSC	JASPAR	Foxo1	0.872195712722931	0.0177974148468878
iPSC	JASPAR	FOXO3	0.952576134136747	0.527521682460491
iPSC	JASPAR	FOXO4	1.04377098323619	0.586461072714132
iPSC	JASPAR	FOXO6	1.04377098323619	0.586461072714132
iPSC	JASPAR	FOXP1	1.06052220354017	0.402745667088438
iPSC	JASPAR	FOXP2	0.972908771489688	0.679021386061263
iPSC	JASPAR	FOXP3	1.03703254775238	0.600515409217499
iPSC	JASPAR	Foxq1	0.890280043248965	0.171770296100914
iPSC	JASPAR	GABPA	0.533851339314392	1.47399335348327e-42
iPSC	JASPAR	GATA1	1.38297979511501	0.000329162239515503
iPSC	JASPAR	GATA1TAL1	1.03492715072514	0.70655846621701
iPSC	JASPAR	GATA2	0.969024453438588	0.778420294536957
iPSC	JASPAR	GATA3	0.959082823649313	0.756101534237663
iPSC	JASPAR	GATA4	0.975830739454425	0.791794197298841
iPSC	JASPAR	GATA5	0.887463435353622	0.305697132862394
iPSC	JASPAR	GATA6	1.17094145879107	0.0828980861748966
iPSC	JASPAR	GBX1	1.03448696410614	0.742743724968867
iPSC	JASPAR	GBX2	1.09097109388462	0.383833058200036
iPSC	JASPAR	GCM1	0.330446012792671	2.85949588812641e-24
iPSC	JASPAR	GCM2	0.401753746049456	3.11332772296809e-16
iPSC	JASPAR	GFI1	0.724173173721105	8.35710067325629e-06
iPSC	JASPAR	Gfi1b	0.704806534171566	1.76660008915194e-08
iPSC	JASPAR	GLI2	0.46542091660068	4.00438806580392e-29
iPSC	JASPAR	GLI3	0.436868167278729	6.05777623225728e-34
iPSC	JASPAR	GLIS1	0.303715952946287	7.96985214752914e-32
iPSC	JASPAR	GLIS2	0.287028609649033	8.80175817666777e-47
iPSC	JASPAR	GLIS3	0.50880211796544	1.15997308787302e-14
iPSC	JASPAR	Gmeb1	0.324174452762919	5.5757429562104e-07
iPSC	JASPAR	GMEB2	0.32341505447011	7.14907919975581e-06
iPSC	JASPAR	GRHL1	0.917626745032404	0.50313577207583
iPSC	JASPAR	GRHL2	0.875293885931185	0.0916604439876855
iPSC	JASPAR	GSC	0.863729041789984	0.132634270856988
iPSC	JASPAR	GSC2	0.796956454397638	0.0239864477423463
iPSC	JASPAR	GSX1	1.04878272721387	0.660193731824613
iPSC	JASPAR	GSX2	1.28568496474577	0.00509686417068608
iPSC	JASPAR	Hand1Tcf3	0.549391611438691	8.31388568658343e-15
iPSC	JASPAR	HAND2	0.868175000103115	0.0331083262408042
iPSC	JASPAR	HES1	0.14107760552079	2.09360601349148e-69
iPSC	JASPAR	HES2	0.204052645372328	1.22848491364383e-44
iPSC	JASPAR	HES5	0.289602071859392	1.06888015181173e-22
iPSC	JASPAR	HES6	0.387283567626705	8.91842500840673e-19
iPSC	JASPAR	HES7	0.255921308016433	2.12975305464308e-27
iPSC	JASPAR	HESX1	1.23197357485975	0.0348533652959441
iPSC	JASPAR	HEY1	0.238828761749268	1.48115926274815e-33
iPSC	JASPAR	HEY2	0.217442315176871	2.10825093539347e-36
iPSC	JASPAR	Hic1	0.56818463267801	2.30262547092508e-12
iPSC	JASPAR	HIC2	0.446500655139922	1.06888015181173e-22
iPSC	JASPAR	HIF1A	0.293769710143899	7.37056440285596e-20
iPSC	JASPAR	HINFP	0.0812203206509844	6.91610753031401e-122
iPSC	JASPAR	HLF	1.54062346822624	1.68899345799944e-07
iPSC	JASPAR	HLTF	1.26366660900544	0.0220305032295959
iPSC	JASPAR	HMBOX1	0.837862658618537	0.15573950388159
iPSC	JASPAR	Hmx1	1.10276502887518	0.330019490011901
iPSC	JASPAR	Hmx2	1.19347962962802	0.0580023130115118
iPSC	JASPAR	Hmx3	1.3044720879786	0.00363994608911404
iPSC	JASPAR	HNF1A	1.0034307842609	0.966643190667578
iPSC	JASPAR	HNF1B	0.853391468046555	0.228178154335818
iPSC	JASPAR	HNF4A	0.550781176224442	1.77489447079615e-15
iPSC	JASPAR	HNF4Avar.2	0.611932215110386	1.88966450665926e-09
iPSC	JASPAR	HNF4G	0.538511847400214	1.85432452707416e-16
iPSC	JASPAR	HOXA1	1.22817138086151	0.130103876587132
iPSC	JASPAR	HOXA10	1.16517450084677	0.080173640462739
iPSC	JASPAR	Hoxa11	1.09075663911866	0.552308574570023
iPSC	JASPAR	HOXA13	1.04331979235551	0.652828331131719
iPSC	JASPAR	HOXA2	1.1915499893089	0.16982918853621
iPSC	JASPAR	HOXA4	1.15049230342772	0.196101605644329
iPSC	JASPAR	HOXA5	0.964747769457563	0.840157524858504
iPSC	JASPAR	HOXA6	1.17057622885937	0.127558870864088
iPSC	JASPAR	HOXA7	0.861886557262482	0.213510880960976
iPSC	JASPAR	HOXA9	0.403396549529791	0.000119291413709987
iPSC	JASPAR	HOXB13	1.36407247859133	5.36647460018234e-06
iPSC	JASPAR	HOXB2	0.915743962563781	0.502298748731075
iPSC	JASPAR	HOXB3	1.23686120275425	0.0224134905526884
iPSC	JASPAR	HOXB4	1.21736380730899	0.0757600885290307
iPSC	JASPAR	HOXB5	1.13115543987066	0.392552506910171
iPSC	JASPAR	HOXB6	1.02440037884399	0.816554173579495
iPSC	JASPAR	HOXB7	1.03749869573742	0.717296728188409
iPSC	JASPAR	HOXB8	0.889213990324022	0.356208360239163
iPSC	JASPAR	HOXB9	0.699712642398519	0.0349141759488614
iPSC	JASPAR	HOXC10	0.810070170859174	0.149823730697345
iPSC	JASPAR	HOXC11	0.909884008958357	0.56166718015337
iPSC	JASPAR	HOXC12	0.946350797953535	0.739806442036764
iPSC	JASPAR	HOXC13	1.15061724036924	0.192719803451262
iPSC	JASPAR	HOXC4	1.15389603150678	0.163958427954543
iPSC	JASPAR	HOXC8	1.26063110538718	0.0791539332385384
iPSC	JASPAR	HOXC9	0.813842930651953	0.209436028911377
iPSC	JASPAR	HOXD10	0.734739999420732	0.0330824846343843
iPSC	JASPAR	HOXD11	1.05857982206485	0.654604869010624
iPSC	JASPAR	HOXD12	0.690668394754524	0.0199613927307329
iPSC	JASPAR	HOXD13	0.709098237779415	0.000609845436914115
iPSC	JASPAR	HOXD3	1.39889741200256	0.000257040183152633
iPSC	JASPAR	HOXD4	1.23208934326198	0.05664740172941
iPSC	JASPAR	HOXD8	0.938277785350224	0.642470473805551
iPSC	JASPAR	HOXD9	1.06859627274386	0.490444915011171
iPSC	JASPAR	HSF1	0.5278451077138	2.85245011547749e-11
iPSC	JASPAR	HSF2	0.600900580358563	1.88647196906217e-08
iPSC	JASPAR	HSF4	0.497959396788176	1.41675934005506e-13
iPSC	JASPAR	IKZF1	0.676820847565565	3.73116764962564e-17
iPSC	JASPAR	INSM1	0.421256063314277	2.96758772624046e-67
iPSC	JASPAR	IRF1	0.791464014481503	2.6474803856246e-06
iPSC	JASPAR	IRF2	0.651111106272481	1.78154217190957e-08
iPSC	JASPAR	IRF3	0.560376121445615	1.9880035034542e-18
iPSC	JASPAR	IRF4	0.357712515300998	1.00776206828726e-21
iPSC	JASPAR	IRF5	0.348951414487692	1.32729993574062e-22
iPSC	JASPAR	IRF6	0.28341574614573	6.25179068115685e-17
iPSC	JASPAR	IRF7	0.630251036233483	8.52871182825269e-10
iPSC	JASPAR	IRF8	0.386639988048021	7.60225429859104e-23
iPSC	JASPAR	IRF9	0.464988204900515	3.62509958201586e-17
iPSC	JASPAR	Isl1	1.43277552600006	2.37210084595355e-05
iPSC	JASPAR	ISL2	0.803928253184587	0.0503628002548722
iPSC	JASPAR	ISX	1.12028135581898	0.268048899550681
iPSC	JASPAR	JDP2	0.633735051502969	2.33550477634671e-06
iPSC	JASPAR	JDP2var.2	0.31296813947488	1.40232271219877e-27
iPSC	JASPAR	JUN	0.721948836451007	4.27035085333805e-06
iPSC	JASPAR	JUNB	0.580417734232054	3.33812052832232e-10
iPSC	JASPAR	JUNBvar.2	0.278329222147941	6.33992589497518e-30
iPSC	JASPAR	JUND	0.568846223757547	5.43735362856694e-11
iPSC	JASPAR	JUNDvar.2	0.642395665838232	1.08815374845737e-08
iPSC	JASPAR	JUNJUNB	0.552033467816189	2.3485016083123e-11
iPSC	JASPAR	JUNJUNBvar.2	0.325568473643386	2.97954583844303e-27
iPSC	JASPAR	JUNvar.2	0.532167971677823	1.56245128159086e-16
iPSC	JASPAR	Klf1	0.50064490200018	3.98944724956296e-61
iPSC	JASPAR	KLF10	0.324345919317284	2.45555511833133e-145
iPSC	JASPAR	KLF11	0.269250031753572	4.23952059606776e-199
iPSC	JASPAR	Klf12	0.387621387048081	6.90439814715428e-82
iPSC	JASPAR	KLF13	0.46083422416894	1.45616799145847e-41
iPSC	JASPAR	KLF14	0.267055230982564	9.21066253964719e-173
iPSC	JASPAR	KLF15	0.131119608640683	0
iPSC	JASPAR	KLF16	0.302885047384581	2.67292153726544e-213
iPSC	JASPAR	KLF17	0.337177303447332	1.60928036244711e-99
iPSC	JASPAR	KLF2	0.276080435373588	3.6468708298287e-207
iPSC	JASPAR	KLF3	0.232902423540005	1.16025638522333e-183
iPSC	JASPAR	KLF4	0.357510100914226	5.16256799895128e-196
iPSC	JASPAR	KLF5	0.345016177993727	8.30847336185971e-215
iPSC	JASPAR	KLF6	0.331203022267214	2.38823899568064e-91
iPSC	JASPAR	KLF9	0.375662642053709	3.59024641546963e-120
iPSC	JASPAR	LBX1	1.11109781738333	0.336329255114493
iPSC	JASPAR	LBX2	1.07653908376743	0.486870499669811
iPSC	JASPAR	LEF1	1.06357169349392	0.359134853294067
iPSC	JASPAR	LHX1	0.961285540171499	0.778420294536957
iPSC	JASPAR	LHX2	1.11441126411453	0.294590905038976
iPSC	JASPAR	Lhx3	1.45658884537673	3.4513264547119e-05
iPSC	JASPAR	Lhx4	1.37905257763222	0.00659017411946381
iPSC	JASPAR	LHX5	1.21200421173894	0.080173640462739
iPSC	JASPAR	LHX6	1.33248787919778	0.0119593912164284
iPSC	JASPAR	Lhx8	1.03450375792809	0.768115607587764
iPSC	JASPAR	LHX9	1.11821981767925	0.31264841504451
iPSC	JASPAR	LIN54	1.31309057335776	0.000140911648798652
iPSC	JASPAR	LMX1A	1.29482385786761	0.0194023121243589
iPSC	JASPAR	LMX1B	1.29435875968658	0.0133979410850009
iPSC	JASPAR	MAF	0.735445652600654	0.000284719195923757
iPSC	JASPAR	MAFA	0.560089949674589	9.07264590554997e-13
iPSC	JASPAR	Mafb	1.00306884152546	0.976069107263703
iPSC	JASPAR	MAFF	1.36630228489298	1.30876626821347e-06
iPSC	JASPAR	MAFG	1.16478035076576	0.0189329860903453
iPSC	JASPAR	MAFK	0.624350530987542	5.88989282154091e-15
iPSC	JASPAR	MAFNFE2	0.7551448725602	5.23695658778754e-05
iPSC	JASPAR	MAX	0.267837399414399	8.22988160650935e-37
iPSC	JASPAR	MAXMYC	0.3981472225962	4.62837586027829e-22
iPSC	JASPAR	MAZ	0.323569051623378	3.24742793015458e-191
iPSC	JASPAR	Mecom	1.32488160470477	0.000377748081543394
iPSC	JASPAR	MEF2A	0.952191888019	0.552918834520524
iPSC	JASPAR	MEF2B	0.780607240264752	0.0181108377197648
iPSC	JASPAR	MEF2C	0.9221695105182	0.294002092294426
iPSC	JASPAR	MEF2D	0.740268852049215	0.00252526929432378
iPSC	JASPAR	MEIS1	0.593807752800634	1.4762315007842e-05
iPSC	JASPAR	MEIS1var.2	0.947964437497525	0.661725758904962
iPSC	JASPAR	MEIS2	0.534625667506044	4.92991247429406e-15
iPSC	JASPAR	MEIS2var.2	0.901343521204579	0.359134853294067
iPSC	JASPAR	MEIS3	0.516373905863035	9.0000665191225e-16
iPSC	JASPAR	MEOX1	1.08300554452519	0.484795225075144
iPSC	JASPAR	MEOX2	1.30427930760922	0.0073166428908624
iPSC	JASPAR	MGA	0.661371527785212	3.57226567258166e-07
iPSC	JASPAR	MITF	0.592667131447615	3.08682894473316e-07
iPSC	JASPAR	mix-a	1.37701569444553	0.00755852771969999
iPSC	JASPAR	MIXL1	1.23897033983622	0.0320300801786627
iPSC	JASPAR	MLX	0.305196211902448	3.35244208551313e-24
iPSC	JASPAR	Mlxip	0.362677830076569	5.52462973363616e-23
iPSC	JASPAR	MLXIPL	0.350088409230193	1.07796097141005e-19
iPSC	JASPAR	MNT	0.342258927664715	1.68427225990148e-24
iPSC	JASPAR	MNX1	1.37098504422683	0.000635177459776181
iPSC	JASPAR	MSANTD3	0.418010728217697	1.66271605196421e-30
iPSC	JASPAR	MSC	0.749715818541913	5.81585104646706e-06
iPSC	JASPAR	MSGN1	0.851084496128754	0.147565897568463
iPSC	JASPAR	MSX1	0.907226839497952	0.414029124940075
iPSC	JASPAR	MSX2	0.913240545408034	0.448569005143979
iPSC	JASPAR	Msx3	0.942819452723463	0.635089932393067
iPSC	JASPAR	MTF1	0.385498558092884	2.24917330492891e-24
iPSC	JASPAR	MXI1	1.01359958725614	0.860245370202403
iPSC	JASPAR	MYB	0.746017515190904	0.000689773793781243
iPSC	JASPAR	MYBL1	0.392356725014043	2.31866858391007e-06
iPSC	JASPAR	MYBL2	0.439216558204055	3.02805275159593e-05
iPSC	JASPAR	MYC	0.273388827525655	1.68986486656766e-46
iPSC	JASPAR	MYCN	0.21867815824655	2.05853176135269e-41
iPSC	JASPAR	MYF5	0.686439313437224	8.20503197363447e-09
iPSC	JASPAR	MYF6	0.798527475733655	0.0131817524228939
iPSC	JASPAR	MYOD1	0.598734365936148	5.63860784785483e-22
iPSC	JASPAR	MYOG	0.467384692732451	4.55740370566414e-36
iPSC	JASPAR	MZF1	0.672933278626737	5.52720053588989e-09
iPSC	JASPAR	MZF1var.2	0.462429940767127	1.2154934160778e-48
iPSC	JASPAR	NEUROD1	0.782641097055467	3.626676341076e-05
iPSC	JASPAR	NEUROD2	1.11298671375948	0.553481782126238
iPSC	JASPAR	NEUROG1	1.16779282255179	0.336329255114493
iPSC	JASPAR	NEUROG2	0.951128211298736	0.703669166822208
iPSC	JASPAR	NEUROG2var.2	0.825826831167438	0.00267245512003718
iPSC	JASPAR	NFAT5	1.04782960680339	0.475938435844861
iPSC	JASPAR	NFATC1	0.87243010020219	0.0646376775685755
iPSC	JASPAR	NFATC2	0.683109892493941	3.06886210730248e-11
iPSC	JASPAR	NFATC3	0.821158674936666	0.0069895658754699
iPSC	JASPAR	NFATC4	0.763591035616421	0.000352065544242296
iPSC	JASPAR	NFE2	0.746989493862819	0.00269146964779148
iPSC	JASPAR	NFE2L1	0.725913072681274	4.59361617329277e-06
iPSC	JASPAR	Nfe2l2	0.76325224392854	4.23352767615358e-05
iPSC	JASPAR	NFIA	0.643784974969506	6.09636543500357e-06
iPSC	JASPAR	NFIB	0.536307936533931	8.69403185215933e-23
iPSC	JASPAR	NFIC	0.646355548709156	7.36989203245328e-09
iPSC	JASPAR	NFICTLX1	0.593878162790801	2.42279002828565e-13
iPSC	JASPAR	NFICvar.2	0.566607421823699	2.9180516085498e-14
