value	Type	Tissue1	Tissue2	r2	iPSCORE Tissue
-0.0612142240884967	Adult	PPC	Brain_Hypothalamus	0.00374718123075669	PPC
-0.0544615339707285	Adult	CVPC	Brain_Nucleus_accumbens_basal_ganglia	0.00296605868244481	CVPC
-0.0879203485870609	Adult	iPSC	Brain_Nucleus_accumbens_basal_ganglia	0.0077299876956703	iPSC
-0.0676787427605484	Adult	PPC	Brain_Nucleus_accumbens_basal_ganglia	0.00458041222164848	PPC
-0.0521358844950877	Adult	CVPC	Brain_Putamen_basal_ganglia	0.00271815045208513	CVPC
-0.098890548006849	Adult	iPSC	Brain_Putamen_basal_ganglia	0.0097793404850949	iPSC
-0.0698122651843307	Adult	PPC	Brain_Putamen_basal_ganglia	0.00487375237016731	PPC
-0.0596960761479492	Adult	CVPC	Brain_Spinal_cord_cervical_c-1	0.00356362150746174	CVPC
-0.107241375411144	Adult	iPSC	Brain_Spinal_cord_cervical_c-1	0.011500712600074	iPSC
-0.0607936856354038	Adult	PPC	Brain_Spinal_cord_cervical_c-1	0.0036958722131363	PPC
-0.0536247403660998	Adult	CVPC	Brain_Substantia_nigra	0.00287561277933161	CVPC
-0.0803968769651708	Adult	iPSC	Brain_Substantia_nigra	0.00646365782575281	iPSC
-0.0609101096729276	Adult	PPC	Brain_Substantia_nigra	0.00371004146036806	PPC
-0.0814209350380591	Adult	CVPC	Breast_Mammary_Tissue	0.00662936866247184	CVPC
-0.144353952698983	Adult	iPSC	Breast_Mammary_Tissue	0.0208380636598203	iPSC
-0.0705792510153249	Adult	PPC	Breast_Mammary_Tissue	0.00498143067388424	PPC
-0.0651352634955181	Adult	CVPC	Colon_Sigmoid	0.00424260255063058	CVPC
-0.140104285359315	Adult	iPSC	Colon_Sigmoid	0.0196292107760444	iPSC
-0.0743958972163345	Adult	PPC	Colon_Sigmoid	0.0055347495226234	PPC
-0.0714948263144372	Adult	CVPC	Colon_Transverse	0.00511151018973155	CVPC
-0.132462717331649	Adult	iPSC	Colon_Transverse	0.0175463714828843	iPSC
-0.0513965817939301	Adult	PPC	Colon_Transverse	0.00264160862010015	PPC
-0.0621398696468704	Adult	Esophagus_Gastroesophageal_Junction	CVPC	0.00386136339973004	CVPC
-0.0610105166059448	Adult	Esophagus_Mucosa	CVPC	0.00372228313652427	CVPC
-0.0564939526689433	Adult	Esophagus_Muscularis	CVPC	0.0031915666881608	CVPC
-0.0384938182717979	Adult	Heart_Atrial_Appendage	CVPC	0.0014817740451422	CVPC
-0.0345563024921942	Adult	Heart_Left_Ventricle	CVPC	0.00119413804193203	CVPC
-0.0562864085722367	Adult	Kidney_Cortex	CVPC	0.00316815978996077	CVPC
-0.0561574339302298	Adult	Liver	CVPC	0.00315365738562813	CVPC
-0.0703802658208203	Adult	Lung	CVPC	0.00495338181700932	CVPC
-0.06424218925975	Adult	Minor_Salivary_Gland	CVPC	0.00412705888088554	CVPC
-0.0541572632993456	Adult	Muscle_Skeletal	CVPC	0.00293300916807464	CVPC
-0.0763414925427765	Adult	Nerve_Tibial	CVPC	0.00582802348365879	CVPC
-0.0641178527715475	Adult	Ovary	CVPC	0.00411109904403384	CVPC
-0.0525106657474495	Adult	Pancreas	CVPC	0.00275737001724036	CVPC
-0.059474153538791	Adult	Pituitary	CVPC	0.00353717493915568	CVPC
-0.0803481474631967	Adult	Prostate	CVPC	0.0064558248007676	CVPC
-0.068726507964994	Adult	Skin_Not_Sun_Exposed_Suprapubic	CVPC	0.00472333289706238	CVPC
-0.0748645496060939	Adult	Skin_Sun_Exposed_Lower_leg	CVPC	0.0056047007877233	CVPC
-0.0636565228811148	Adult	Small_Intestine_Terminal_Ileum	CVPC	0.00405215290531389	CVPC
-0.0690451742108687	Adult	Spleen	CVPC	0.00476723608180921	CVPC
-0.0785715185712975	Adult	Stomach	CVPC	0.00617348353059974	CVPC
-0.0109023228702462	Adult	Testis	CVPC	0.000118860643967093	CVPC
-0.0644664112213975	Adult	Thyroid	CVPC	0.00415591817576632	CVPC
-0.0539965007738036	Adult	Uterus	CVPC	0.00291562209581537	CVPC
-0.0562754412932091	Adult	Vagina	CVPC	0.00316692529274543	CVPC
-0.0422072990346213	Adult	Whole_Blood	CVPC	0.00178145609179794	CVPC
-0.143895830969529	Adult	iPSC	Esophagus_Gastroesophageal_Junction	0.0207060101704114	iPSC
-0.0785444236462334	Adult	PPC	Esophagus_Gastroesophageal_Junction	0.00616922648591899	PPC
-0.0956499907313234	Adult	iPSC	Esophagus_Mucosa	0.00914892072690226	iPSC
-0.0281014699986874	Adult	PPC	Esophagus_Mucosa	0.000789692616087128	PPC
-0.143319609782674	Adult	iPSC	Esophagus_Muscularis	0.0205405105482579	iPSC
-0.0692789323360336	Adult	PPC	Esophagus_Muscularis	0.00479957046562072	PPC
-0.130266837583804	Adult	iPSC	Heart_Atrial_Appendage	0.0169694489740853	iPSC
-0.0646796468986905	Adult	PPC	Heart_Atrial_Appendage	0.00418345672293928	PPC
-0.106823638543171	Adult	iPSC	Heart_Left_Ventricle	0.0114112897516021	iPSC
-0.0584195193340033	Adult	PPC	Heart_Left_Ventricle	0.00341284023921598	PPC
-0.0874431552928788	Adult	Kidney_Cortex	iPSC	0.00764630540757452	iPSC
-0.0825859431302483	Adult	Liver	iPSC	0.0068204380027126	iPSC
-0.129116569186956	Adult	Lung	iPSC	0.01667108843861	iPSC
-0.122352737760841	Adult	Minor_Salivary_Gland	iPSC	0.014970192437573	iPSC
-0.0957087529729356	Adult	Muscle_Skeletal	iPSC	0.00916016539563442	iPSC
-0.146848928638374	Adult	Nerve_Tibial	iPSC	0.0215646078422383	iPSC
-0.114633116579369	Adult	Ovary	iPSC	0.0131407514166991	iPSC
-0.109832013784251	Adult	Pancreas	iPSC	0.0120630712519039	iPSC
-0.119041929101041	Adult	Pituitary	iPSC	0.0141709808840973	iPSC
-0.14529715995372	Adult	Prostate	iPSC	0.0211112646906168	iPSC
-0.122222352268482	Adult	Skin_Not_Sun_Exposed_Suprapubic	iPSC	0.0149383033940409	iPSC
-0.122935430179533	Adult	Skin_Sun_Exposed_Lower_leg	iPSC	0.0151131199934269	iPSC
-0.118292210545382	Adult	Small_Intestine_Terminal_Ileum	iPSC	0.0139930470757131	iPSC
-0.120999464964006	Adult	Spleen	iPSC	0.0146408705215757	iPSC
-0.122568852359593	Adult	Stomach	iPSC	0.0150231235687476	iPSC
-0.046113647257713	Adult	Testis	iPSC	0.00212646846340878	iPSC
-0.130469522304715	Adult	Thyroid	iPSC	0.0170222962504205	iPSC
-0.101921145277433	Adult	Uterus	iPSC	0.0103879198546636	iPSC
-0.102110850533205	Adult	Vagina	iPSC	0.0104266257966145	iPSC
-0.0790132133192455	Adult	Whole_Blood	iPSC	0.00624308787903259	iPSC
-0.0291704336731921	Adult	PPC	Kidney_Cortex	0.000850914200682102	PPC
-0.0340157745340641	Adult	PPC	Liver	0.00115707291715228	PPC
-0.0689221568437361	Adult	PPC	Lung	0.00475026370399256	PPC
-0.0390251128958029	Adult	PPC	Minor_Salivary_Gland	0.00152295943653016	PPC
-0.0446697983187797	Adult	PPC	Muscle_Skeletal	0.00199539088184046	PPC
-0.0825042226825631	Adult	PPC	Nerve_Tibial	0.00680694676045395	PPC
-0.0678949665580418	Adult	PPC	Ovary	0.00460972648391762	PPC
-0.0130417715103976	Adult	PPC	Pancreas	0.000170087804129419	PPC
-0.0523346271052221	Adult	PPC	Pituitary	0.00273891319424265	PPC
-0.0692116206431324	Adult	Prostate	PPC	0.00479024843204888	PPC
-0.0549828065703198	Adult	Skin_Not_Sun_Exposed_Suprapubic	PPC	0.0030231090183492	PPC
-0.0546380722362454	Adult	Skin_Sun_Exposed_Lower_leg	PPC	0.00298531893769316	PPC
-0.0422251815509385	Adult	Small_Intestine_Terminal_Ileum	PPC	0.00178296595700972	PPC
-0.0749871151523501	Adult	Spleen	PPC	0.00562306743887181	PPC
-0.0404416431754623	Adult	Stomach	PPC	0.00163552650273142	PPC
-0.0484810709067102	Adult	Testis	PPC	0.00235041423626146	PPC
-0.0627143093535247	Adult	Thyroid	PPC	0.00393308459768959	PPC
-0.0621288190822704	Adult	Uterus	PPC	0.00385999016055749	PPC
-0.0439544232477825	Adult	Vagina	PPC	0.0019319913230452	PPC
-0.0462043297049593	Adult	Whole_Blood	PPC	0.00213484008348459	PPC
