value	Type	Tissue1	Tissue2	r2	iPSCORE Tissue
-0.0216632607944114	EDev	Thyroid	iPSC	0.00046929686824668	iPSC
0.00708959734089586	EDev	Uterus	iPSC	5.02623904560377e-05	iPSC
-0.00360308562837217	EDev	Vagina	iPSC	1.29822260453821e-05	iPSC
0.0209212433541096	EDev	Whole_Blood	iPSC	0.000437698423481874	iPSC
0.0377390255933532	EDev	PPC	Kidney_Cortex	0.00142423405273577	PPC
0.0561910601572535	EDev	PPC	Liver	0.00315743524159608	PPC
0.0588679093731638	EDev	PPC	Lung	0.00346543075396703	PPC
0.0607005915017039	EDev	PPC	Minor_Salivary_Gland	0.00368456180865673	PPC
0.000135224145459812	EDev	PPC	Muscle_Skeletal	1.82855695153363e-08	PPC
0.0131733911245182	EDev	PPC	Nerve_Tibial	0.000173538233719536	PPC
0.00838090849334938	EDev	PPC	Ovary	7.02396271738957e-05	PPC
0.0409486515655203	EDev	PPC	Pancreas	0.00167679206503439	PPC
0.0235357973580356	EDev	PPC	Pituitary	0.000553933757278515	PPC
-0.00236338876218255	EDev	Prostate	PPC	5.58560644121075e-06	PPC
0.0421970514005746	EDev	Skin_Not_Sun_Exposed_Suprapubic	PPC	0.00178059114690274	PPC
0.0239384882261881	EDev	Skin_Sun_Exposed_Lower_leg	PPC	0.000573051218555348	PPC
-0.0121947125873001	EDev	Small_Intestine_Terminal_Ileum	PPC	0.000148711015086854	PPC
0.0335859832944832	EDev	Spleen	PPC	0.0011280182738573	PPC
0.0100378250154815	EDev	Stomach	PPC	0.000100757931041427	PPC
-0.00515527334255586	EDev	Testis	PPC	2.6576843236467e-05	PPC
0.011210317500764	EDev	Thyroid	PPC	0.000125671218467936	PPC
-0.00838879277020941	EDev	Uterus	PPC	7.03718441415177e-05	PPC
-0.0150831933503266	EDev	Vagina	PPC	0.000227502721643335	PPC
0.0502324453199222	EDev	Whole_Blood	PPC	0.00252329856281897	PPC
0.548288541263124	Shared	CVPC	Adipose_Subcutaneous	0.300620324480444	CVPC
0.52064280373388	Shared	iPSC	Adipose_Subcutaneous	0.271068929079875	iPSC
0.566582467819039	Shared	PPC	Adipose_Subcutaneous	0.321015692839913	PPC
0.565069880326281	Shared	CVPC	Adipose_Visceral_Omentum	0.319303969651957	CVPC
0.533407332954469	Shared	iPSC	Adipose_Visceral_Omentum	0.2845233828496	iPSC
0.579024480888942	Shared	PPC	Adipose_Visceral_Omentum	0.335269349468709	PPC
0.558948254155124	Shared	CVPC	Adrenal_Gland	0.312423150823062	CVPC
0.508055894842719	Shared	iPSC	Adrenal_Gland	0.258120792284436	iPSC
0.572299470885939	Shared	PPC	Adrenal_Gland	0.327526684376326	PPC
0.556103865477059	Shared	CVPC	Artery_Aorta	0.309251509198526	CVPC
0.512272227356819	Shared	iPSC	Artery_Aorta	0.262422834921116	iPSC
0.563850037668927	Shared	PPC	Artery_Aorta	0.317926864979251	PPC
0.558798455592151	Shared	CVPC	Artery_Coronary	0.312255713972173	CVPC
0.514217544371792	Shared	iPSC	Artery_Coronary	0.264419682939756	iPSC
0.566255188931692	Shared	PPC	Artery_Coronary	0.320644938992066	PPC
0.566203969252724	Shared	CVPC	Artery_Tibial	0.320586934797539	CVPC
0.513854848285968	Shared	iPSC	Artery_Tibial	0.264046805106995	iPSC
0.565224641019249	Shared	PPC	Artery_Tibial	0.319478894815339	PPC
0.526192006973063	Shared	CVPC	Brain_Amygdala	0.27687802820234	CVPC
0.47644986400058	Shared	iPSC	Brain_Amygdala	0.227004472906171	iPSC
0.523744191140042	Shared	PPC	Brain_Amygdala	0.274307977752937	PPC
0.536983717455559	Shared	CVPC	Brain_Anterior_cingulate_cortex_BA24	0.288351512812391	CVPC
0.484675321600675	Shared	iPSC	Brain_Anterior_cingulate_cortex_BA24	0.234910167368717	iPSC
0.531661634820118	Shared	PPC	Brain_Anterior_cingulate_cortex_BA24	0.2826640939396	PPC
0.538006507774255	Shared	CVPC	Brain_Caudate_basal_ganglia	0.289451002407449	CVPC
0.49013060403295	Shared	iPSC	Brain_Caudate_basal_ganglia	0.240228009009705	iPSC
0.539564724130861	Shared	PPC	Brain_Caudate_basal_ganglia	0.291130091526412	PPC
0.472284439787888	Shared	CVPC	Brain_Cerebellar_Hemisphere	0.223052592065759	CVPC
0.444158937730052	Shared	iPSC	Brain_Cerebellar_Hemisphere	0.197277161965488	iPSC
0.482272734165853	Shared	PPC	Brain_Cerebellar_Hemisphere	0.232586990119808	PPC
0.47280008913302	Shared	CVPC	Brain_Cerebellum	0.223539924284192	CVPC
0.449139840992637	Shared	iPSC	Brain_Cerebellum	0.201726596766891	iPSC
0.483793397464427	Shared	PPC	Brain_Cerebellum	0.234056051430173	PPC
0.535263858852543	Shared	CVPC	Brain_Cortex	0.286507398593715	CVPC
0.49091186426823	Shared	iPSC	Brain_Cortex	0.240994458479309	iPSC
0.537285055892817	Shared	PPC	Brain_Cortex	0.288675231285747	PPC
0.54032550122956	Shared	CVPC	Brain_Frontal_Cortex_BA9	0.291951647278976	CVPC
0.489663665139953	Shared	iPSC	Brain_Frontal_Cortex_BA9	0.239770504958292	iPSC
0.537855671586201	Shared	PPC	Brain_Frontal_Cortex_BA9	0.289288723457443	PPC
0.52933306078179	Shared	CVPC	Brain_Hippocampus	0.280193489236618	CVPC
0.481268417267173	Shared	iPSC	Brain_Hippocampus	0.23161928945885	iPSC
0.535839880423804	Shared	PPC	Brain_Hippocampus	0.287124377452597	PPC
0.540349389130269	Shared	CVPC	Brain_Hypothalamus	0.291977462333455	CVPC
0.490988662597073	Shared	iPSC	Brain_Hypothalamus	0.241069866798862	iPSC
0.545020332671681	Shared	PPC	Brain_Hypothalamus	0.29704716302555	PPC
0.528194197162102	Shared	CVPC	Brain_Nucleus_accumbens_basal_ganglia	0.278989109915717	CVPC
0.481609152771101	Shared	iPSC	Brain_Nucleus_accumbens_basal_ganglia	0.231947376032898	iPSC
0.531323981202509	Shared	PPC	Brain_Nucleus_accumbens_basal_ganglia	0.282305173000884	PPC
0.531162989951165	Shared	CVPC	Brain_Putamen_basal_ganglia	0.282134121893861	CVPC
0.484585510772025	Shared	iPSC	Brain_Putamen_basal_ganglia	0.234823117250184	iPSC
0.534126518127114	Shared	PPC	Brain_Putamen_basal_ganglia	0.285291137366594	PPC
0.513620661384049	Shared	CVPC	Brain_Spinal_cord_cervical_c-1	0.263806183800588	CVPC
0.473746202062052	Shared	iPSC	Brain_Spinal_cord_cervical_c-1	0.224435463968219	iPSC
0.524682612263164	Shared	PPC	Brain_Spinal_cord_cervical_c-1	0.275291843611298	PPC
0.525944161114359	Shared	CVPC	Brain_Substantia_nigra	0.276617260610286	CVPC
0.477041308714374	Shared	iPSC	Brain_Substantia_nigra	0.227568410219922	iPSC
0.532281637403127	Shared	PPC	Brain_Substantia_nigra	0.283323741516554	PPC
0.554996504242129	Shared	CVPC	Breast_Mammary_Tissue	0.308021119720983	CVPC
0.528835167640278	Shared	iPSC	Breast_Mammary_Tissue	0.279666634533121	iPSC
0.574750279345415	Shared	PPC	Breast_Mammary_Tissue	0.330337883607632	PPC
0.572106469478317	Shared	CVPC	Colon_Sigmoid	0.327305812418945	CVPC
0.523488446804123	Shared	iPSC	Colon_Sigmoid	0.274040153937393	iPSC
0.574198448349749	Shared	PPC	Colon_Sigmoid	0.32970385808726	PPC
0.563593241110275	Shared	CVPC	Colon_Transverse	0.317637341425184	CVPC
0.535204281352279	Shared	iPSC	Colon_Transverse	0.286443622777809	iPSC
0.58819726181381	Shared	PPC	Colon_Transverse	0.345976018805264	PPC
0.56508809475979	Shared	Esophagus_Gastroesophageal_Junction	CVPC	0.319324554839249	CVPC
0.55378603987811	Shared	Esophagus_Mucosa	CVPC	0.30667897796388	CVPC
0.577373332549158	Shared	Esophagus_Muscularis	CVPC	0.333359965138921	CVPC
0.5979690323639	Shared	Heart_Atrial_Appendage	CVPC	0.357566963666219	CVPC
0.595834949248519	Shared	Heart_Left_Ventricle	CVPC	0.355019286745985	CVPC
0.506753522131766	Shared	Kidney_Cortex	CVPC	0.25679913219295	CVPC
0.483249685880373	Shared	Liver	CVPC	0.233530258903479	CVPC
0.534703331486089	Shared	Lung	CVPC	0.285907652702323	CVPC
0.546439036680853	Shared	Minor_Salivary_Gland	CVPC	0.298595620808699	CVPC
0.565331664890089	Shared	Muscle_Skeletal	CVPC	0.3195998913274	CVPC
0.531762949694862	Shared	Nerve_Tibial	CVPC	0.28277183466818	CVPC
0.51135008346217	Shared	Ovary	CVPC	0.261478907856768	CVPC
0.522669397361887	Shared	Pancreas	CVPC	0.273183298938638	CVPC
0.520826861610171	Shared	Pituitary	CVPC	0.2712606197747	CVPC
0.535900704756818	Shared	Prostate	CVPC	0.287189565358854	CVPC
0.52215800301766	Shared	Skin_Not_Sun_Exposed_Suprapubic	CVPC	0.272648980115391	CVPC
0.526667255060083	Shared	Skin_Sun_Exposed_Lower_leg	CVPC	0.277378397552523	CVPC
0.520154755549401	Shared	Small_Intestine_Terminal_Ileum	CVPC	0.270560969720657	CVPC
0.500381803619397	Shared	Spleen	CVPC	0.250381949393401	CVPC
0.565345053435864	Shared	Stomach	CVPC	0.3196150294444	CVPC
0.459398114398688	Shared	Testis	CVPC	0.21104662751307	CVPC
0.532485359577433	Shared	Thyroid	CVPC	0.283540658164308	CVPC
0.534884620520205	Shared	Uterus	CVPC	0.286101557269044	CVPC
0.532707926993393	Shared	Vagina	CVPC	0.283777735481598	CVPC
0.448045660023784	Shared	Whole_Blood	CVPC	0.200744913466148	CVPC
0.515951121495035	Shared	iPSC	Esophagus_Gastroesophageal_Junction	0.266205559771984	iPSC
0.566577587348592	Shared	PPC	Esophagus_Gastroesophageal_Junction	0.321010162485751	PPC
0.558154763928961	Shared	iPSC	Esophagus_Mucosa	0.311536740496594	iPSC
0.586625269124308	Shared	PPC	Esophagus_Mucosa	0.344129206375166	PPC
0.525398838573818	Shared	iPSC	Esophagus_Muscularis	0.276043939574717	iPSC
0.575411528069134	Shared	PPC	Esophagus_Muscularis	0.331098426634856	PPC
0.511784322443768	Shared	iPSC	Heart_Atrial_Appendage	0.261923192699227	iPSC
0.555654570752262	Shared	PPC	Heart_Atrial_Appendage	0.308752001997881	PPC
0.499107582815499	Shared	iPSC	Heart_Left_Ventricle	0.24910837922393	iPSC
0.537487470128825	Shared	PPC	Heart_Left_Ventricle	0.288892780545484	PPC
0.472253223823569	Shared	Kidney_Cortex	iPSC	0.223023107411754	iPSC
0.463420271416704	Shared	Liver	iPSC	0.214758347959931	iPSC
0.519271475927495	Shared	Lung	iPSC	0.269642865711919	iPSC
0.526344639707923	Shared	Minor_Salivary_Gland	iPSC	0.277038679749264	iPSC
0.492031618620367	Shared	Muscle_Skeletal	iPSC	0.242095113722179	iPSC
0.507780845479861	Shared	Nerve_Tibial	iPSC	0.257841387036243	iPSC
0.480046255369662	Shared	Ovary	iPSC	0.230444407294435	iPSC
0.508373876618039	Shared	Pancreas	iPSC	0.258443998427653	iPSC
0.492276211765827	Shared	Pituitary	iPSC	0.242335868670513	iPSC
0.509287038179461	Shared	Prostate	iPSC	0.259373287257607	iPSC
0.51856299084777	Shared	Skin_Not_Sun_Exposed_Suprapubic	iPSC	0.268907575476984	iPSC
0.520805565585956	Shared	Skin_Sun_Exposed_Lower_leg	iPSC	0.271238437145307	iPSC
0.509952461995118	Shared	Small_Intestine_Terminal_Ileum	iPSC	0.260051513494882	iPSC
0.491295845909893	Shared	Spleen	iPSC	0.241371608208317	iPSC
0.531651749206681	Shared	Stomach	iPSC	0.282653582434524	iPSC
0.450998989269233	Shared	Testis	iPSC	0.20340008832187	iPSC
0.507994914730758	Shared	Thyroid	iPSC	0.25805883339231	iPSC
0.500509053375912	Shared	Uterus	iPSC	0.250509312511252	iPSC
0.514432834968695	Shared	Vagina	iPSC	0.264641141693928	iPSC
0.431075312718543	Shared	Whole_Blood	iPSC	0.18582592523539	iPSC
0.535987035512861	Shared	PPC	Kidney_Cortex	0.287282102237865	PPC
0.514525576528561	Shared	PPC	Liver	0.264736568902048	PPC
0.574605708929289	Shared	PPC	Lung	0.330171720734131	PPC
0.577424840345779	Shared	PPC	Minor_Salivary_Gland	0.333419446248348	PPC
0.523810273232084	Shared	PPC	Muscle_Skeletal	0.27437720234347	PPC
0.554727145662765	Shared	PPC	Nerve_Tibial	0.307722206135159	PPC
0.533065327384008	Shared	PPC	Ovary	0.28415864325902	PPC
0.565381097508718	Shared	PPC	Pancreas	0.319655785420163	PPC
0.555796410791731	Shared	PPC	Pituitary	0.308909650248971	PPC
0.563323479476288	Shared	Prostate	PPC	0.317333342529272	PPC
0.557869037673264	Shared	Skin_Not_Sun_Exposed_Suprapubic	PPC	0.311217863194493	PPC
0.563803338978118	Shared	Skin_Sun_Exposed_Lower_leg	PPC	0.317874205042874	PPC
0.554131829044118	Shared	Small_Intestine_Terminal_Ileum	PPC	0.307062083959779	PPC
0.525811804556052	Shared	Spleen	PPC	0.276478053810492	PPC
0.594353823521787	Shared	Stomach	PPC	0.353256467534967	PPC
0.479334979687946	Shared	Testis	PPC	0.229762022752444	PPC
0.559382303784214	Shared	Thyroid	PPC	0.312908561786935	PPC
0.542768487398905	Shared	Uterus	PPC	0.294597630913295	PPC
0.558427561241793	Shared	Vagina	PPC	0.311841341154456	PPC
0.469306098124142	Shared	Whole_Blood	PPC	0.220248213736507	PPC
-0.0839617150119654	Adult	CVPC	Adipose_Subcutaneous	0.0070495695877505	CVPC
-0.153569340299564	Adult	iPSC	Adipose_Subcutaneous	0.0235835422800433	iPSC
-0.0755264825574344	Adult	PPC	Adipose_Subcutaneous	0.00570424956749845	PPC
-0.0752179088537142	Adult	CVPC	Adipose_Visceral_Omentum	0.00565773381232566	CVPC
-0.147519934587285	Adult	iPSC	Adipose_Visceral_Omentum	0.0217621311006369	iPSC
-0.0741432028200775	Adult	PPC	Adipose_Visceral_Omentum	0.00549721452441915	PPC
-0.0505728935237498	Adult	CVPC	Adrenal_Gland	0.00255761755936453	CVPC
-0.111924052606291	Adult	iPSC	Adrenal_Gland	0.0125269935518158	iPSC
-0.0404865690037734	Adult	PPC	Adrenal_Gland	0.00163916226969731	PPC
-0.0604901012330496	Adult	CVPC	Artery_Aorta	0.00365905234718458	CVPC
-0.144200532528325	Adult	iPSC	Artery_Aorta	0.0207937935814524	iPSC
-0.0642793346870495	Adult	PPC	Artery_Aorta	0.00413183286780972	PPC
-0.0612857476661415	Adult	CVPC	Artery_Coronary	0.00375594286699796	CVPC
-0.149998946366676	Adult	iPSC	Artery_Coronary	0.0224996839111128	iPSC
-0.0743730796733524	Adult	PPC	Artery_Coronary	0.00553135498009882	PPC
-0.0648651098714178	Adult	CVPC	Artery_Tibial	0.00420748247863111	CVPC
-0.137445381489511	Adult	iPSC	Artery_Tibial	0.0188912328927972	iPSC
-0.0711391043030096	Adult	PPC	Artery_Tibial	0.00506077216103447	PPC
-0.0561358686048773	Adult	CVPC	Brain_Amygdala	0.00315123574402405	CVPC
-0.0971123609150361	Adult	iPSC	Brain_Amygdala	0.00943081064249223	iPSC
-0.0632507845857575	Adult	PPC	Brain_Amygdala	0.0040006617507139	PPC
-0.0527778513438702	Adult	CVPC	Brain_Anterior_cingulate_cortex_BA24	0.00278550159247566	CVPC
-0.0859832051799983	Adult	iPSC	Brain_Anterior_cingulate_cortex_BA24	0.00739311157302568	iPSC
-0.0631089424531772	Adult	PPC	Brain_Anterior_cingulate_cortex_BA24	0.00398273861755843	PPC
-0.0517152165405126	Adult	CVPC	Brain_Caudate_basal_ganglia	0.00267446362183211	CVPC
-0.103702041214276	Adult	iPSC	Brain_Caudate_basal_ganglia	0.0107541133520074	iPSC
-0.0715297268102436	Adult	PPC	Brain_Caudate_basal_ganglia	0.00511650181754809	PPC
-0.0451658039025288	Adult	CVPC	Brain_Cerebellar_Hemisphere	0.00203994984216169	CVPC
-0.0815551861930082	Adult	iPSC	Brain_Cerebellar_Hemisphere	0.00665124839497624	iPSC
-0.0556843434648979	Adult	PPC	Brain_Cerebellar_Hemisphere	0.00310074610711671	PPC
-0.0517368889929718	Adult	CVPC	Brain_Cerebellum	0.00267670568267108	CVPC
-0.0996684538975508	Adult	iPSC	Brain_Cerebellum	0.00993380070232821	iPSC
-0.0608769943662255	Adult	PPC	Brain_Cerebellum	0.00370600844306545	PPC
-0.0538251203511787	Adult	CVPC	Brain_Cortex	0.00289714358081887	CVPC
-0.104338274454584	Adult	iPSC	Brain_Cortex	0.0108864755161602	iPSC
-0.0655365326504487	Adult	PPC	Brain_Cortex	0.00429503711184333	PPC
-0.0529881666005865	Adult	CVPC	Brain_Frontal_Cortex_BA9	0.00280774579969151	CVPC
-0.096228105941337	Adult	iPSC	Brain_Frontal_Cortex_BA9	0.00925984837305718	iPSC
-0.0679331404717732	Adult	PPC	Brain_Frontal_Cortex_BA9	0.00461491157435767	PPC
-0.0508934767498753	Adult	CVPC	Brain_Hippocampus	0.0025901459756901	CVPC
-0.103013739794908	Adult	iPSC	Brain_Hippocampus	0.010611830586533	iPSC
-0.0675509698856832	Adult	PPC	Brain_Hippocampus	0.00456313353249648	PPC
-0.0493432522786925	Adult	CVPC	Brain_Hypothalamus	0.0024347565454387	CVPC
-0.0956118579234769	Adult	iPSC	Brain_Hypothalamus	0.00914162737557914	iPSC
