value	Type	Tissue1	Tissue2	r2	iPSCORE Tissue	QTL Specificity
-0.0952319453486968	Adult	Spleen	iPSC	0.00906912341489718	iPSC	Adult
-0.0983104277344326	Adult	Stomach	iPSC	0.0096649402013271	iPSC	Adult
-0.0299695585517074	Adult	Testis	iPSC	0.000898174439784218	iPSC	Adult
-0.10601284393697	Adult	Thyroid	iPSC	0.0112387230796045	iPSC	Adult
-0.0810645511807818	Adult	Uterus	iPSC	0.00657146145814158	iPSC	Adult
-0.0790050680196591	Adult	Vagina	iPSC	0.00624180077279096	iPSC	Adult
-0.0593716461281294	Adult	Whole_Blood	iPSC	0.00352499236396382	iPSC	Adult
-0.0111234587928073	Adult	PPC	Kidney_Cortex	0.000123731335515282	PPC	Adult
-0.0156308017591893	Adult	PPC	Liver	0.000244321963635075	PPC	Adult
-0.0556142630820435	Adult	PPC	Lung	0.00309294625815874	PPC	Adult
-0.0227361878227281	Adult	PPC	Minor_Salivary_Gland	0.000516934236710368	PPC	Adult
-0.0382725199181412	Adult	PPC	Muscle_Skeletal	0.00146478578088451	PPC	Adult
-0.067743352929867	Adult	PPC	Nerve_Tibial	0.00458916186618052	PPC	Adult
-0.0517788657827869	Adult	PPC	Ovary	0.00268105094175186	PPC	Adult
0.00485156718707975	Adult	PPC	Pancreas	2.35377041707489e-05	PPC	Adult
-0.0354588000693738	Adult	PPC	Pituitary	0.00125732650235982	PPC	Adult
-0.0528866888496598	Adult	Prostate	PPC	0.00279700185748073	PPC	Adult
-0.0389243900135236	Adult	Skin_Not_Sun_Exposed_Suprapubic	PPC	0.00151510813792489	PPC	Adult
-0.0381209582654771	Adult	Skin_Sun_Exposed_Lower_leg	PPC	0.00145320745907824	PPC	Adult
-0.027204252724859	Adult	Small_Intestine_Terminal_Ileum	PPC	0.000740071366317999	PPC	Adult
-0.0593151190833763	Adult	Spleen	PPC	0.00351828335187512	PPC	Adult
-0.0365701199174479	Adult	Stomach	PPC	0.00133737367077652	PPC	Adult
-0.0314434360976196	Adult	Testis	PPC	0.000988689673625089	PPC	Adult
-0.04289736897814	Adult	Thyroid	PPC	0.00184018426524669	PPC	Adult
-0.0436385831682778	Adult	Uterus	PPC	0.0019043259409347	PPC	Adult
-0.0322020659515403	Adult	Vagina	PPC	0.00103697305154735	PPC	Adult
-0.0317114200295009	Adult	Whole_Blood	PPC	0.00100561416028743	PPC	Adult
